"","REGION","ISLAND","SPECIES","TAXONNAME","FAMILY","CONSUMER_GROUP"
"298","MARIAN","Aguijan","CHMC","Chlorurus microrhinos","Scaridae","PRIMARY"
"299","MARIAN","Aguijan","CHMR","Chaetodon mertensii","Chaetodontidae","PRIMARY"
"300","MARIAN","Aguijan","CHOR","Chaetodon ornatissimus","Chaetodontidae","SECONDARY"
"301","MARIAN","Aguijan","CHOX","Cheilinus oxycephalus","Labridae","SECONDARY"
"302","MARIAN","Aguijan","CHPU","Chaetodon punctatofasciatus","Chaetodontidae","SECONDARY"
"303","MARIAN","Aguijan","CHQU","Chaetodon quadrimaculatus","Chaetodontidae","SECONDARY"
"304","MARIAN","Aguijan","CHRE","Chaetodon reticulatus","Chaetodontidae","SECONDARY"
"305","MARIAN","Aguijan","CHSO","Chlorurus sordidus","Scaridae","PRIMARY"
"306","MARIAN","Aguijan","CHTL","Cheilinus trilobatus","Labridae","SECONDARY"
"307","MARIAN","Aguijan","CHTR","Chaetodon trifascialis","Chaetodontidae","SECONDARY"
"308","MARIAN","Aguijan","CHTY","Chrysiptera traceyi","Pomacentridae","PRIMARY"
"309","MARIAN","Aguijan","CHUB","Kyphosus sp","Kyphosidae","PRIMARY"
"310","MARIAN","Aguijan","CHUD","Cheilinus undulatus","Labridae","SECONDARY"
"311","MARIAN","Aguijan","CHUL","Chaetodon ulietensis","Chaetodontidae","SECONDARY"
"312","MARIAN","Aguijan","CHUN","Chaetodon unimaculatus","Chaetodontidae","SECONDARY"
"313","MARIAN","Aguijan","CHVA","Chromis vanderbilti","Pomacentridae","PLANKTIVORE"
"314","MARIAN","Aguijan","CHXA","Chromis xanthura","Pomacentridae","PLANKTIVORE"
"315","MARIAN","Aguijan","CIFL","Cirrhitichthys falco","Cirrhitidae","SECONDARY"
"316","MARIAN","Aguijan","CIKA","Cirrhilabrus katherinae","Labridae","PLANKTIVORE"
"317","MARIAN","Aguijan","CILB","Cirrhilabrus sp","Labridae","PLANKTIVORE"
"318","MARIAN","Aguijan","CIPI","Cirrhitus pinnulatus","Cirrhitidae","SECONDARY"
"319","MARIAN","Aguijan","CIVR","Cirripectes variolosus","Blenniidae","PRIMARY"
"320","MARIAN","Aguijan","COAY","Coris aygula","Labridae","SECONDARY"
"321","MARIAN","Aguijan","COGA","Coris gaimard","Labridae","SECONDARY"
"322","MARIAN","Aguijan","CTBI","Ctenochaetus binotatus","Acanthuridae","PRIMARY"
"323","MARIAN","Aguijan","CTCY","Ctenochaetus cyanocheilus","Acanthuridae","PRIMARY"
"324","MARIAN","Aguijan","CTHA","Ctenochaetus hawaiiensis","Acanthuridae","PRIMARY"
"325","MARIAN","Aguijan","CTSP","Ctenochaetus sp","Acanthuridae","PRIMARY"
"326","MARIAN","Aguijan","CTSR","Ctenochaetus striatus","Acanthuridae","PRIMARY"
"327","MARIAN","Aguijan","DAMS","Pomacentridae","Pomacentridae","SECONDARY"
"328","MARIAN","Aguijan","DARE","Dascyllus reticulatus","Pomacentridae","PLANKTIVORE"
"329","MARIAN","Aguijan","DATR","Dascyllus trimaculatus","Pomacentridae","PLANKTIVORE"
"330","MARIAN","Aguijan","ECBC","Ecsenius bicolor","Blenniidae","PLANKTIVORE"
"331","MARIAN","Aguijan","ECOP","Ecsenius opsifrontalis","Blenniidae","PLANKTIVORE"
"332","MARIAN","Aguijan","EPFA","Epinephelus fasciatus","Serranidae","PISCIVORE"
"333","MARIAN","Aguijan","EPHE","Epinephelus hexagonatus","Serranidae","PISCIVORE"
"334","MARIAN","Aguijan","EPIN","Epibulus insidiator","Labridae","SECONDARY"
"335","MARIAN","Aguijan","EPML","Epinephelus melanostigma","Serranidae","PISCIVORE"
"336","MARIAN","Aguijan","EXBR","Exallias brevis","Blenniidae","SECONDARY"
"337","MARIAN","Aguijan","FOFL","Forcipiger flavissimus","Chaetodontidae","SECONDARY"
"338","MARIAN","Aguijan","FOLO","Forcipiger longirostris","Chaetodontidae","SECONDARY"
"339","MARIAN","Aguijan","GNAU","Gnathodentex aureolineatus","Lethrinidae","SECONDARY"
"340","MARIAN","Aguijan","GOBI","Gobiidae","Gobiidae","SECONDARY"
"341","MARIAN","Aguijan","GOVA","Gomphosus varius","Labridae","SECONDARY"
"342","MARIAN","Aguijan","GRBI","Grammatorcynus bilineatus","Scombridae","PISCIVORE"
"343","MARIAN","Aguijan","GYJA","Gymnothorax javanicus","Muraenidae","PISCIVORE"
"344","MARIAN","Aguijan","HABI","Halichoeres biocellatus","Labridae","SECONDARY"
"345","MARIAN","Aguijan","HAHO","Halichoeres hortulanus","Labridae","SECONDARY"
"346","MARIAN","Aguijan","HAMA","Halichoeres marginatus","Labridae","SECONDARY"
"347","MARIAN","Aguijan","HAMT","Halichoeres margaritaceus","Labridae","SECONDARY"
"348","MARIAN","Aguijan","HAOR","Halichoeres ornatissimus","Labridae","SECONDARY"
"349","MARIAN","Aguijan","HASP","Halichoeres sp","Labridae","SECONDARY"
"350","MARIAN","Aguijan","HECH","Heniochus chrysostomus","Chaetodontidae","SECONDARY"
"351","MARIAN","Aguijan","HEFA","Hemigymnus fasciatus","Labridae","SECONDARY"
"352","MARIAN","Aguijan","HEPO","Hemitaurichthys polylepis","Chaetodontidae","PLANKTIVORE"
"353","MARIAN","Aguijan","HESI","Heniochus singularius","Chaetodontidae","SECONDARY"
"354","MARIAN","Aguijan","HETH","Hemitaurichthys thompsoni","Chaetodontidae","PLANKTIVORE"
"355","MARIAN","Aguijan","HILO","Hipposcarus longiceps","Scaridae","PRIMARY"
"356","MARIAN","Aguijan","HODO","Hologymnosus doliatus","Labridae","SECONDARY"
"357","MARIAN","Aguijan","HOST","Hoplolatilus starcki","Malacanthidae","SECONDARY"
"358","MARIAN","Aguijan","LABI","Labroides bicolor","Labridae","SECONDARY"
"359","MARIAN","Aguijan","LADI","Labroides dimidiatus","Labridae","SECONDARY"
"360","MARIAN","Aguijan","LAPE","Labroides pectoralis","Labridae","SECONDARY"
"361","MARIAN","Aguijan","LAXA","Labropsis xanthonota","Labridae","SECONDARY"
"362","MARIAN","Aguijan","LEOL","Lethrinus olivaceus","Lethrinidae","PISCIVORE"
"363","MARIAN","Aguijan","LETH","Lethrinus sp","Lethrinidae","SECONDARY"
"364","MARIAN","Aguijan","LIZA","Synodontidae","Synodontidae","PISCIVORE"
"365","MARIAN","Aguijan","LUBO","Lutjanus bohar","Lutjanidae","PISCIVORE"
"366","MARIAN","Aguijan","LUGI","Lutjanus gibbus","Lutjanidae","SECONDARY"
"367","MARIAN","Aguijan","LUKA","Lutjanus kasmira","Lutjanidae","SECONDARY"
"368","MARIAN","Aguijan","LUMO","Lutjanus monostigma","Lutjanidae","PISCIVORE"
"369","MARIAN","Aguijan","MABR","Malacanthus brevirostris","Malacanthidae","SECONDARY"
"370","MARIAN","Aguijan","MALA","Malacanthus latovittatus","Malacanthidae","SECONDARY"
"371","MARIAN","Aguijan","MAMA","Macolor macularis","Lutjanidae","PLANKTIVORE"
"372","MARIAN","Aguijan","MAME","Macropharyngodon meleagris","Labridae","SECONDARY"
"373","MARIAN","Aguijan","MANI","Macolor niger","Lutjanidae","PLANKTIVORE"
"374","MARIAN","Aguijan","MEAT","Meiacanthus atrodorsalis","Blenniidae","PLANKTIVORE"
"375","MARIAN","Aguijan","MENI","Melichthys niger","Balistidae","PLANKTIVORE"
"376","MARIAN","Aguijan","MEVI","Melichthys vidua","Balistidae","PRIMARY"
"377","MARIAN","Aguijan","MOGR","Monotaxis grandoculis","Lethrinidae","SECONDARY"
"378","MARIAN","Aguijan","MUVA","Mulloidichthys vanicolensis","Mullidae","SECONDARY"
"379","MARIAN","Aguijan","MYAM","Myripristis amaena","Holocentridae","PLANKTIVORE"
"380","MARIAN","Aguijan","MYBE","Myripristis berndti","Holocentridae","PLANKTIVORE"
"381","MARIAN","Aguijan","MYKU","Myripristis kuntee","Holocentridae","PLANKTIVORE"
"382","MARIAN","Aguijan","MYSP","Myripristinae","Holocentridae","PLANKTIVORE"
"383","MARIAN","Aguijan","NABR","Naso brevirostris","Acanthuridae","PLANKTIVORE"
"384","MARIAN","Aguijan","NAHE","Naso hexacanthus","Acanthuridae","PLANKTIVORE"
"385","MARIAN","Aguijan","NALI","Naso lituratus","Acanthuridae","PRIMARY"
"386","MARIAN","Aguijan","NATO","Naso tonganus","Acanthuridae","PRIMARY"
"387","MARIAN","Aguijan","NAUN","Naso unicornis","Acanthuridae","PRIMARY"
"388","MARIAN","Aguijan","NAVL","Naso vlamingii","Acanthuridae","PLANKTIVORE"
"389","MARIAN","Aguijan","NEAR","Neocirrhites armatus","Cirrhitidae","SECONDARY"
"390","MARIAN","Aguijan","NEFE","Nebrius ferrugineus","Ginglymostomatidae","PISCIVORE"
"391","MARIAN","Aguijan","NEMA","Nemateleotris magnifica","Microdesmidae","PLANKTIVORE"
"392","MARIAN","Aguijan","NESA","Neoniphon sammara","Holocentridae","SECONDARY"
"393","MARIAN","Aguijan","NESP","Neoniphon sp","Holocentridae","SECONDARY"
"394","MARIAN","Aguijan","ODNI","Odonus niger","Balistidae","PLANKTIVORE"
"395","MARIAN","Aguijan","OSME","Ostracion meleagris","Ostraciidae","SECONDARY"
"396","MARIAN","Aguijan","OXDI","Oxycheilinus digramma","Labridae","PISCIVORE"
"397","MARIAN","Aguijan","OXUN","Oxycheilinus unifasciatus","Labridae","PISCIVORE"
"398","MARIAN","Aguijan","PAAR","Paracirrhites arcatus","Cirrhitidae","SECONDARY"
"399","MARIAN","Aguijan","PABA","Parupeneus barberinus","Mullidae","SECONDARY"
"400","MARIAN","Aguijan","PACL","Parapercis clathrata","Pinguipedidae","SECONDARY"
"401","MARIAN","Aguijan","PACY","Parupeneus cyclostomus","Mullidae","PISCIVORE"
"402","MARIAN","Aguijan","PAFO","Paracirrhites forsteri","Cirrhitidae","PISCIVORE"
"403","MARIAN","Aguijan","PAHE","Paracirrhites hemistictus","Cirrhitidae","PISCIVORE"
"404","MARIAN","Aguijan","PAHP","Paracanthurus hepatus","Acanthuridae","PLANKTIVORE"
"405","MARIAN","Aguijan","PAIN","Parupeneus insularis","Mullidae","SECONDARY"
"406","MARIAN","Aguijan","PAMI","Parapercis millepunctata","Pinguipedidae","SECONDARY"
"407","MARIAN","Aguijan","PAMU","Parupeneus multifasciatus","Mullidae","SECONDARY"
"408","MARIAN","Aguijan","PAPL","Parupeneus pleurostigma","Mullidae","SECONDARY"
"409","MARIAN","Aguijan","PARR","Scaridae","Scaridae","PRIMARY"
"410","MARIAN","Aguijan","PEOU","Pempheris oualensis","Pempheridae","PLANKTIVORE"
"411","MARIAN","Aguijan","PLDI","Plectroglyphidodon dickii","Pomacentridae","SECONDARY"
"412","MARIAN","Aguijan","PLIM","Plectroglyphidodon imparipennis","Pomacentridae","SECONDARY"
"413","MARIAN","Aguijan","PLJO","Plectroglyphidodon johnstonianus","Pomacentridae","SECONDARY"
"414","MARIAN","Aguijan","PLLA","Plectroglyphidodon lacrymatus","Pomacentridae","PLANKTIVORE"
"415","MARIAN","Aguijan","PLLD","Plagiotremus laudandus laudandus","Blenniidae","SECONDARY"
"416","MARIAN","Aguijan","PLPH","Plectroglyphidodon phoenixensis","Pomacentridae","PRIMARY"
"417","MARIAN","Aguijan","PLRH","Plagiotremus rhinorhynchos","Blenniidae","SECONDARY"
"418","MARIAN","Aguijan","PLTA","Plagiotremus tapeinosoma","Blenniidae","SECONDARY"
"419","MARIAN","Aguijan","POGU","Pomachromis guamensis","Pomacentridae","PLANKTIVORE"
"420","MARIAN","Aguijan","POIM","Pomacanthus imperator","Pomacanthidae","SECONDARY"
"421","MARIAN","Aguijan","POVA","Pomacentrus vaiuli","Pomacentridae","PLANKTIVORE"
"422","MARIAN","Aguijan","PSAT","Pseudojuloides atavai","Labridae","SECONDARY"
"423","MARIAN","Aguijan","PSCE","Pseudojuloides cerasinus","Labridae","SECONDARY"
"424","MARIAN","Aguijan","PSEV","Pseudocheilinus evanidus","Labridae","SECONDARY"
"425","MARIAN","Aguijan","PSHE","Pseudocheilinus hexataenia","Labridae","SECONDARY"
"426","MARIAN","Aguijan","PSMO","Pseudodax moluccanus","Labridae","SECONDARY"
"427","MARIAN","Aguijan","PSOC","Pseudocheilinus octotaenia","Labridae","SECONDARY"
"428","MARIAN","Aguijan","PSPA","Pseudanthias pascalus","Serranidae","PLANKTIVORE"
"429","MARIAN","Aguijan","PSTE","Pseudocheilinus tetrataenia","Labridae","SECONDARY"
"430","MARIAN","Aguijan","PTAN","Pterois antennata","Scorpaenidae","SECONDARY"
"431","MARIAN","Aguijan","PTEV","Ptereleotris evides","Ptereleotridae","PLANKTIVORE"
"432","MARIAN","Aguijan","PTHE","Ptereleotris heteroptera","Ptereleotridae","PLANKTIVORE"
"433","MARIAN","Aguijan","PTMA","Pterocaesio marri","Caesionidae","PLANKTIVORE"
"434","MARIAN","Aguijan","PTTI","Pterocaesio tile","Caesionidae","PLANKTIVORE"
"435","MARIAN","Aguijan","PTZE","Ptereleotris zebra","Ptereleotridae","PLANKTIVORE"
"436","MARIAN","Aguijan","PYDI","Pygoplites diacanthus","Pomacanthidae","SECONDARY"
"437","MARIAN","Aguijan","RABB","Siganidae","Siganidae","PRIMARY"
"438","MARIAN","Aguijan","RHRE","Rhinecanthus rectangulus","Balistidae","SECONDARY"
"439","MARIAN","Aguijan","SACA","Sargocentron caudimaculatum","Holocentridae","SECONDARY"
"440","MARIAN","Aguijan","SAGR","Saurida gracilis","Synodontidae","PISCIVORE"
"441","MARIAN","Aguijan","SAMI","Sargocentron microstoma","Holocentridae","SECONDARY"
"442","MARIAN","Aguijan","SAPP","Sargocentron sp","Holocentridae","SECONDARY"
"443","MARIAN","Aguijan","SASP","Sargocentron spiniferum","Holocentridae","SECONDARY"
"444","MARIAN","Aguijan","SATI","Sargocentron tiere","Holocentridae","SECONDARY"
"445","MARIAN","Aguijan","SCFO","Scarus forsteni","Scaridae","PRIMARY"
"446","MARIAN","Aguijan","SCFU","Scarus fuscocaudalis","Scaridae","PRIMARY"
"447","MARIAN","Aguijan","SCOV","Scarus oviceps","Scaridae","PRIMARY"
"448","MARIAN","Aguijan","SCPS","Scarus psittacus","Scaridae","PRIMARY"
"449","MARIAN","Aguijan","SCRU","Scarus rubroviolaceus","Scaridae","PRIMARY"
"450","MARIAN","Aguijan","SCSC","Scarus schlegeli","Scaridae","PRIMARY"
"451","MARIAN","Aguijan","SIAR","Siganus argenteus","Siganidae","PRIMARY"
"452","MARIAN","Aguijan","SPBA","Sphyraena barracuda","Sphyraenidae","PISCIVORE"
"453","MARIAN","Aguijan","STBN","Stethojulis bandanensis","Labridae","PLANKTIVORE"
"454","MARIAN","Aguijan","STFA","Stegastes fasciolatus","Pomacentridae","PRIMARY"
"455","MARIAN","Aguijan","STSP","Stegastes sp","Pomacentridae","PRIMARY"
"456","MARIAN","Aguijan","STST","Stethojulis strigiventer","Labridae","SECONDARY"
"457","MARIAN","Aguijan","SUBU","Sufflamen bursa","Balistidae","SECONDARY"
"458","MARIAN","Aguijan","SUCH","Sufflamen chrysopterum","Balistidae","SECONDARY"
"459","MARIAN","Aguijan","SURG","Acanthuridae","Acanthuridae","PRIMARY"
"460","MARIAN","Aguijan","TAME","Taeniura meyeni","Dasyatidae","SECONDARY"
"461","MARIAN","Aguijan","TATR","Taenianotus triacanthus","Scorpaenidae","PISCIVORE"
"462","MARIAN","Aguijan","THAM","Thalassoma amblycephalum","Labridae","PLANKTIVORE"
"463","MARIAN","Aguijan","THLN","Thalassoma lunare","Labridae","PLANKTIVORE"
"464","MARIAN","Aguijan","THLU","Thalassoma lutescens","Labridae","SECONDARY"
"465","MARIAN","Aguijan","THPU","Thalassoma purpureum","Labridae","SECONDARY"
"466","MARIAN","Aguijan","THQU","Thalassoma quinquevittatum","Labridae","SECONDARY"
"467","MARIAN","Aguijan","THTR","Thalassoma trilobatum","Labridae","SECONDARY"
"468","MARIAN","Aguijan","TROB","Triaenodon obesus","Carcharhinidae","PISCIVORE"
"469","MARIAN","Aguijan","VALO","Variola louti","Serranidae","PISCIVORE"
"470","MARIAN","Aguijan","VAST","Valenciennea strigata","Gobiidae","SECONDARY"
"471","MARIAN","Aguijan","WRAS","Labridae","Labridae","SECONDARY"
"472","MARIAN","Aguijan","XAAU","Xanthichthys auromarginatus","Balistidae","PLANKTIVORE"
"473","MARIAN","Aguijan","ZACO","Zanclus cornutus","Zanclidae","SECONDARY"
"474","MARIAN","Aguijan","ZEFL","Zebrasoma flavescens","Acanthuridae","PRIMARY"
"475","MARIAN","Aguijan","ZEVE","Zebrasoma veliferum","Acanthuridae","PRIMARY"
"476","MARIAN","Alamagan","ABSO","Abudefduf sordidus","Pomacentridae","PRIMARY"
"477","MARIAN","Alamagan","ABVA","Abudefduf vaigiensis","Pomacentridae","PLANKTIVORE"
"478","MARIAN","Alamagan","ACBL","Acanthurus blochii","Acanthuridae","PRIMARY"
"479","MARIAN","Alamagan","ACDU","Acanthurus dussumieri","Acanthuridae","PRIMARY"
"480","MARIAN","Alamagan","ACGU","Acanthurus guttatus","Acanthuridae","PRIMARY"
"481","MARIAN","Alamagan","ACLE","Acanthurus leucopareius","Acanthuridae","PRIMARY"
"482","MARIAN","Alamagan","ACLI","Acanthurus lineatus","Acanthuridae","PRIMARY"
"483","MARIAN","Alamagan","ACNC","Acanthurus nigricans","Acanthuridae","PRIMARY"
"484","MARIAN","Alamagan","ACNF","Acanthurus nigrofuscus","Acanthuridae","PRIMARY"
"485","MARIAN","Alamagan","ACNI","Acanthurus nigricauda","Acanthuridae","PRIMARY"
"486","MARIAN","Alamagan","ACNR","Acanthurus nigroris","Acanthuridae","PRIMARY"
"487","MARIAN","Alamagan","ACOL","Acanthurus olivaceus","Acanthuridae","PRIMARY"
"488","MARIAN","Alamagan","ACPY","Acanthurus pyroferus","Acanthuridae","PRIMARY"
"489","MARIAN","Alamagan","ACTH","Acanthurus thompsoni","Acanthuridae","PLANKTIVORE"
"490","MARIAN","Alamagan","ACTR","Acanthurus triostegus","Acanthuridae","PRIMARY"
"491","MARIAN","Alamagan","ALSC","Aluterus scriptus","Monacanthidae","SECONDARY"
"492","MARIAN","Alamagan","AMFA","Amblyeleotris fasciata","Gobiidae","PLANKTIVORE"
"493","MARIAN","Alamagan","AMSC","Amanses scopas","Monacanthidae","SECONDARY"
"494","MARIAN","Alamagan","ANCA","Anampses caeruleopunctatus","Labridae","SECONDARY"
"495","MARIAN","Alamagan","ANMG","Anampses meleagrides","Labridae","SECONDARY"
"496","MARIAN","Alamagan","ANTH","Anthias sp","Serranidae","PLANKTIVORE"
"497","MARIAN","Alamagan","APAN","Apogon angustatus","Apogonidae","PLANKTIVORE"
"498","MARIAN","Alamagan","APFU","Aphareus furca","Lutjanidae","PISCIVORE"
"499","MARIAN","Alamagan","APKA","Apogon kallopterus","Apogonidae","PLANKTIVORE"
"500","MARIAN","Alamagan","APSP","Apogon sp","Apogonidae","PLANKTIVORE"
"501","MARIAN","Alamagan","APTR","Apolemichthys trimaculatus","Pomacanthidae","SECONDARY"
"502","MARIAN","Alamagan","APVI","Aprion virescens","Lutjanidae","PISCIVORE"
"503","MARIAN","Alamagan","ARNI","Arothron nigropunctatus","Tetraodontidae","SECONDARY"
"504","MARIAN","Alamagan","BACO","Balistoides conspicillum","Balistidae","SECONDARY"
"505","MARIAN","Alamagan","BAUN","Balistapus undulatus","Balistidae","SECONDARY"
"506","MARIAN","Alamagan","BAVI","Balistoides viridescens","Balistidae","SECONDARY"
"507","MARIAN","Alamagan","BLEN","Blenniidae","Blenniidae","PLANKTIVORE"
"508","MARIAN","Alamagan","BOAX","Bodianus axillaris","Labridae","SECONDARY"
"509","MARIAN","Alamagan","BOBI","Bodianus bilunulatus","Labridae","SECONDARY"
"510","MARIAN","Alamagan","BOMA","Bothus mancus","Bothidae","SECONDARY"
"511","MARIAN","Alamagan","CAAB","Carcharhinus amblyrhynchos","Carcharhinidae","PISCIVORE"
"512","MARIAN","Alamagan","CAAM","Canthigaster amboinensis","Tetraodontidae","PRIMARY"
"513","MARIAN","Alamagan","CACA","Calotomus carolinus","Scaridae","PRIMARY"
"514","MARIAN","Alamagan","CADU","Cantherhines dumerilii","Monacanthidae","SECONDARY"
"515","MARIAN","Alamagan","CAFE","Carangoides ferdau","Carangidae","PISCIVORE"
"516","MARIAN","Alamagan","CALU","Caranx lugubris","Carangidae","PISCIVORE"
"517","MARIAN","Alamagan","CAME","Caranx melampygus","Carangidae","PISCIVORE"
"518","MARIAN","Alamagan","CAOR","Carangoides orthogrammus","Carangidae","PISCIVORE"
"519","MARIAN","Alamagan","CAPA","Cantherhines pardalis","Monacanthidae","PRIMARY"
"520","MARIAN","Alamagan","CAPP","Caranx papuensis","Carangidae","PISCIVORE"
"521","MARIAN","Alamagan","CARD","Apogonidae","Apogonidae","PLANKTIVORE"
"522","MARIAN","Alamagan","CASE","Caranx sexfasciatus","Carangidae","PISCIVORE"
"523","MARIAN","Alamagan","CASO","Canthigaster solandri","Tetraodontidae","PRIMARY"
"524","MARIAN","Alamagan","CATE","Caesio teres","Caesionidae","PLANKTIVORE"
"525","MARIAN","Alamagan","CEAR","Cephalopholis argus","Serranidae","PISCIVORE"
"526","MARIAN","Alamagan","CEFL","Centropyge flavissima","Pomacanthidae","PRIMARY"
"527","MARIAN","Alamagan","CEHE","Centropyge heraldi","Pomacanthidae","PRIMARY"
"528","MARIAN","Alamagan","CEOC","Cetoscarus ocellatus","Scaridae","PRIMARY"
"529","MARIAN","Alamagan","CESH","Centropyge shepardi","Pomacanthidae","PRIMARY"
"530","MARIAN","Alamagan","CESO","Cephalopholis sonnerati","Serranidae","PISCIVORE"
"531","MARIAN","Alamagan","CESP","Cephalopholis spiloparaea","Serranidae","PISCIVORE"
"532","MARIAN","Alamagan","CESX","Cephalopholis sexmaculata","Serranidae","PISCIVORE"
"533","MARIAN","Alamagan","CEUR","Cephalopholis urodeta","Serranidae","PISCIVORE"
"534","MARIAN","Alamagan","CHAC","Chromis acares","Pomacentridae","PLANKTIVORE"
"535","MARIAN","Alamagan","CHAG","Chromis agilis","Pomacentridae","PLANKTIVORE"
"536","MARIAN","Alamagan","CHAU","Chaetodon auriga","Chaetodontidae","SECONDARY"
"537","MARIAN","Alamagan","CHBE","Chaetodon bennetti","Chaetodontidae","SECONDARY"
"538","MARIAN","Alamagan","CHBR","Chrysiptera brownriggii","Pomacentridae","PRIMARY"
"539","MARIAN","Alamagan","CHCH","Chanos chanos","Chanidae","PRIMARY"
"540","MARIAN","Alamagan","CHCI","Chaetodon citrinellus","Chaetodontidae","SECONDARY"
"541","MARIAN","Alamagan","CHCL","Cheilinus chlorourus","Labridae","SECONDARY"
"542","MARIAN","Alamagan","CHEP","Chaetodon ephippium","Chaetodontidae","SECONDARY"
"543","MARIAN","Alamagan","CHFN","Chlorurus frontalis","Scaridae","PRIMARY"
"544","MARIAN","Alamagan","CHLU","Chaetodon lunula","Chaetodontidae","SECONDARY"
"545","MARIAN","Alamagan","CHMA","Chromis margaritifer","Pomacentridae","PLANKTIVORE"
"546","MARIAN","Alamagan","CHMC","Chlorurus microrhinos","Scaridae","PRIMARY"
"547","MARIAN","Alamagan","CHMR","Chaetodon mertensii","Chaetodontidae","PRIMARY"
"548","MARIAN","Alamagan","CHOR","Chaetodon ornatissimus","Chaetodontidae","SECONDARY"
"549","MARIAN","Alamagan","CHOX","Cheilinus oxycephalus","Labridae","SECONDARY"
"550","MARIAN","Alamagan","CHPU","Chaetodon punctatofasciatus","Chaetodontidae","SECONDARY"
"551","MARIAN","Alamagan","CHQU","Chaetodon quadrimaculatus","Chaetodontidae","SECONDARY"
"552","MARIAN","Alamagan","CHRE","Chaetodon reticulatus","Chaetodontidae","SECONDARY"
"553","MARIAN","Alamagan","CHTY","Chrysiptera traceyi","Pomacentridae","PRIMARY"
"554","MARIAN","Alamagan","CHUB","Kyphosus sp","Kyphosidae","PRIMARY"
"555","MARIAN","Alamagan","CHUD","Cheilinus undulatus","Labridae","SECONDARY"
"556","MARIAN","Alamagan","CHUL","Chaetodon ulietensis","Chaetodontidae","SECONDARY"
"557","MARIAN","Alamagan","CHVA","Chromis vanderbilti","Pomacentridae","PLANKTIVORE"
